"ID","CHR","MAPINFO","custom_Name","chr","custom_Group","repName","repClass","repFamily"
"cg08430332","2",197551079,"CCDC150","chr2","Body","L1ME1","LINE","L1"
"cg24733523","2",197610387,"CCDC150","chr2","5'UTR","L1MEc","LINE","L1"
"cg07126198","2",197613232,"CCDC150","chr2","5'UTR","L1MC4","LINE","L1"
"cg09337141","2",197624239,"CCDC150","chr2","5'UTR","HAL1","LINE","L1"
"cg08349554","2",197748938,"PGAP1","chr2","Body","L1PB3","LINE","L1"
"cg24782842","2",197780676,"PGAP1","chr2","Body","L1MEc","LINE","L1"
"cg18099237","2",197809405,"","chr2","","L1MEc","LINE","L1"
"cg10261905","2",197903046,"ANKRD44","chr2","Body","L1MC1","LINE","L1"
"cg27384879","2",197934596,"ANKRD44","chr2","Body","L1MD","LINE","L1"
"cg18401511","2",198558131,"","chr2","","L1PA2","LINE","L1"
"cg01812403","2",198567330,"","chr2","","L1PA15","LINE","L1"
"cg05625741","2",198857610,"PLCL1","chr2","Body","L1MB3","LINE","L1"
"cg04403151","2",198919150,"PLCL1","chr2","Body","L1M2","LINE","L1"
"cg04222494","2",199211090,"LOC101927619","chr2","Body","HAL1","LINE","L1"
"cg24491045","2",199211224,"LOC101927619","chr2","Body","HAL1","LINE","L1"
"cg06532628","2",200583490,"","chr2","","L1PB4","LINE","L1"
"cg20010565","2",200820801,"C2orf60","chr2","TSS1500","L1MDb","LINE","L1"
"cg13787356","2",200919935,"","chr2","","L1PA15","LINE","L1"
"cg25070373","2",200966980,"","chr2","","L1MEc","LINE","L1"
"cg21772168","2",201085932,"","chr2","","HAL1","LINE","L1"
"cg02754054","2",201214930,"SPATS2L","chr2","5'UTR","HAL1","LINE","L1"
"cg10172293","2",201264035,"SPATS2L","chr2","5'UTR","L1MB1","LINE","L1"
"cg02290253","2",201440687,"SGOL2","chr2","Body","L1MC5","LINE","L1"
"cg21991766","2",201443020,"SGOL2","chr2","Body","L1MC4a","LINE","L1"
"cg11111322","2",201599909,"LOC100507140","chr2","TSS200","L1MC4","LINE","L1"
"cg10912692","2",201599920,"LOC100507140","chr2","TSS200","L1MC4","LINE","L1"
"cg00794956","2",201694177,"U6","chr2","TSS1500","HAL1","LINE","L1"
"cg03326920","2",201714120,"RN5S115","chr2","TSS1500","L1MEg","LINE","L1"
"cg06626980","2",201746829,"PPIL3","chr2","Body","L1PA8","LINE","L1"
"cg25926652","2",201810588,"ORC2L","chr2","Body","L1M2","LINE","L1"
"cg04451043","2",201944501,"NDUFB3","chr2","Body","L1ME1","LINE","L1"
"cg24855402","2",201979988,"CFLAR","chr2","TSS1500","L1M4b","LINE","L1"
"cg15250865","2",202006201,"CFLAR","chr2","5'UTR","L1ME3C","LINE","L1"
"cg06199761","2",202099846,"CASP8","chr2","5'UTR","L1MEg","LINE","L1"
"cg22931070","2",202128944,"CASP8","chr2","Body","L1MC4a","LINE","L1"
"cg19066876","2",202228537,"","chr2","","L1PA16","LINE","L1"
"cg04220830","2",202227397,"","chr2","","L1PA16","LINE","L1"
"cg21745710","2",202234546,"","chr2","","L1PA7","LINE","L1"
"cg24349106","2",202285765,"TRAK2","chr2","5'UTR","L1ME1","LINE","L1"
"cg01561344","2",202286912,"TRAK2","chr2","5'UTR","L1MC","LINE","L1"
"cg26895027","2",202288059,"TRAK2","chr2","5'UTR","L1MB5","LINE","L1"
"cg16617996","2",202377879,"ALS2CR11","chr2","Body","L1PA16","LINE","L1"
"cg21834394","2",202424216,"ALS2CR11","chr2","Body","L1M2c","LINE","L1"
"cg02989660","2",202445041,"ALS2CR11","chr2","Body","L1MC4","LINE","L1"
"cg23821945","2",202481536,"ALS2CR11","chr2","Body","L1PA6","LINE","L1"
"cg13610769","2",202484583,"ALS2CR11","chr2","TSS1500","L1PA15","LINE","L1"
"cg11113835","2",202704455,"CDK15","chr2","Body","L1MC4","LINE","L1"
"cg22831188","2",202704430,"CDK15","chr2","Body","L1MC4","LINE","L1"
"cg19582233","2",202705461,"CDK15","chr2","Body","L1MEg","LINE","L1"
"cg08656056","2",202925175,"","chr2","","L1MA4","LINE","L1"
"cg09890202","2",202936780,"KIAA2012","chr2","TSS1500","L1MB3","LINE","L1"
"cg08036544","2",202936725,"KIAA2012","chr2","TSS1500","L1MB3","LINE","L1"
"cg13586754","2",202945653,"KIAA2012","chr2","Body","L1MB3","LINE","L1"
"cg11784395","2",202946199,"KIAA2012","chr2","Body","L1MB3","LINE","L1"
"cg14376374","2",202973269,"AC079354.1","chr2","5'UTR","L1MC4","LINE","L1"
"cg17446576","2",203274331,"BMPR2","chr2","Body","L1MC4a","LINE","L1"
"cg06445949","2",203453810,"","chr2","","L1PA17","LINE","L1"
"cg08990397","2",203520953,"FAM117B","chr2","Body","L1MEf","LINE","L1"
"cg13883684","2",203552038,"FAM117B","chr2","Body","L1ME1","LINE","L1"
"cg02140004","2",203558515,"FAM117B","chr2","Body","L1ME4a","LINE","L1"
"cg04836080","2",203581423,"FAM117B","chr2","Body","L1MA3","LINE","L1"
"cg25205384","2",203673495,"ICA1L","chr2","Body","L1M1","LINE","L1"
"cg24775884","2",203694644,"ICA1L","chr2","TSS1500","L1M5","LINE","L1"
"cg10035818","2",203695357,"ICA1L","chr2","TSS1500","L1M6","LINE","L1"
"cg10625488","2",203733187,"ICA1L","chr2","5'UTR","L1ME3C","LINE","L1"
"cg04127442","2",203770874,"WDR12","chr2","Body","L1MA3","LINE","L1"
"cg12167197","2",203798125,"CARF","chr2","5'UTR","L1M2a","LINE","L1"
"cg12081853","2",203917843,"NBEAL1","chr2","Body","L1MC2","LINE","L1"
"cg25976986","2",203918575,"NBEAL1","chr2","Body","L1MC2","LINE","L1"
"cg21133255","2",204311167,"RAPH1","chr2","Body","L1MC3","LINE","L1"
"cg07390598","2",204349436,"RAPH1","chr2","Body","HAL1","LINE","L1"
"cg01206398","2",204624956,"","chr2","","L1MA3","LINE","L1"
"cg21015019","2",204663758,"","chr2","","L1M4","LINE","L1"
"cg12436952","2",204676216,"","chr2","","L1MC4a","LINE","L1"
"cg03650688","2",204677988,"","chr2","","L1MB4","LINE","L1"
"cg18739602","2",204808372,"ICOS","chr2","Body","L1PBa1","LINE","L1"
"cg10497884","2",205410517,"PARD3B","chr2","5'UTR","L1MDb","LINE","L1"
"cg19281957","2",205410410,"PARD3B","chr2","TSS200","L1MDb","LINE","L1"
"cg07702442","2",205534743,"PARD3B","chr2","Body","HAL1b","LINE","L1"
"cg19267825","2",205765789,"PARD3B","chr2","Body","L1M1","LINE","L1"
"cg15778095","2",206578703,"NRP2","chr2","Body","L1ME4a","LINE","L1"
"cg12570310","2",207165715,"ZDBF2","chr2","Body","L1M5","LINE","L1"
"cg10318771","2",207367674,"ADAM23","chr2","Body","L1ME5","LINE","L1"
"cg20434574","2",207566058,"DYTN","chr2","Body","L1MA9","LINE","L1"
"cg09565888","2",207643966,"FASTKD2","chr2","Body","L1MB1","LINE","L1"
"cg16616600","2",207663052,"","chr2","","L1MB3","LINE","L1"
"cg02275622","2",207773017,"","chr2","","L1PA2","LINE","L1"
"cg20165732","2",207773048,"","chr2","","L1PA2","LINE","L1"
"cg13714241","2",207865782,"","chr2","","L1PA3","LINE","L1"
"cg23965049","2",207993750,"KLF7","chr2","Body","L1MC4a","LINE","L1"
"cg23639962","2",208185253,"AC007879.5","chr2","3'UTR","L1M4b","LINE","L1"
"cg00050703","2",208320473,"AC007879.5","chr2","3'UTR","L1MA2","LINE","L1"
"cg01981110","2",208383525,"AC007879.5","chr2","3'UTR","HAL1","LINE","L1"
"cg06783524","2",208460831,"CREB1","chr2","Body","L1MB2","LINE","L1"
"cg03024176","2",208591984,"CCNYL1","chr2","Body","HAL1","LINE","L1"
"cg12725590","2",208602795,"CCNYL1","chr2","Body","L1PA16","LINE","L1"
"cg24373531","2",208719889,"PLEKHM3","chr2","Body","L1MC3","LINE","L1"
"cg06177665","2",209128590,"IDH1","chr2","5'UTR","L1MA4A","LINE","L1"
"cg24476365","2",209163171,"PIKFYVE","chr2","Body","L1MC4a","LINE","L1"
"cg24468036","2",209197652,"PIKFYVE","chr2","Body","L1ME4a","LINE","L1"
"cg13901316","2",209227348,"PTH2R","chr2","5'UTR","L1MB2","LINE","L1"
"cg03186367","2",209665525,"PTH2R","chr2","3'UTR","L1PA3","LINE","L1"
"cg07810671","2",209665687,"PTH2R","chr2","3'UTR","L1PA3","LINE","L1"
"cg19988790","2",209786106,"RN5S117","chr2","TSS1500","L1PA16","LINE","L1"
"cg19373099","2",210008092,"","chr2","","L1MA10","LINE","L1"
"cg23081488","2",210616647,"","chr2","","L1PA2","LINE","L1"
"cg13978466","2",210816007,"UNC80","chr2","Body","L1ME3","LINE","L1"
"cg08839577","2",210899654,"KANSL1L","chr2","Body","L1MC4","LINE","L1"
"cg15304707","2",211021346,"KANSL1L","chr2","5'UTR","L1ME3C","LINE","L1"
"cg23432395","2",211027839,"KANSL1L","chr2","5'UTR","L1MCa","LINE","L1"
"cg02308798","2",211034024,"C2orf67","chr2","5'UTR","L1ME4a","LINE","L1"
"cg26797894","2",211043474,"AC006994.2","chr2","5'UTR","L1MD3","LINE","L1"
"cg10140277","2",211221851,"LANCL1-AS1","chr2","Body","L1PA8","LINE","L1"
"cg26920100","2",211370446,"CPS1","chr2","Body","L1PA4","LINE","L1"
"cg11943545","2",211370480,"CPS1","chr2","Body","L1PA4","LINE","L1"
"cg00054639","2",211698619,"","chr2","","L1PBb","LINE","L1"
"cg14587018","2",211997419,"","chr2","","L1MEe","LINE","L1"
"cg18805534","2",212677409,"ERBB4","chr2","Body","L1PA6","LINE","L1"
"cg19455292","2",213696104,"AC093865.1","chr2","3'UTR","L1MD1","LINE","L1"
"cg20729130","2",213700959,"AC093865.1","chr2","3'UTR","L1MC1","LINE","L1"
"cg25763136","2",213728233,"AC093865.1","chr2","3'UTR","L1M3f","LINE","L1"
"cg05646885","2",213728059,"AC093865.1","chr2","3'UTR","L1M3f","LINE","L1"
"cg19342071","2",213774434,"AC108066.1","chr2","TSS1500","L1PA16","LINE","L1"
"cg01099448","2",214182538,"SPAG16","chr2","Body","L1MC1","LINE","L1"
"cg22981344","2",214353312,"SPAG16","chr2","Body","L1ME4a","LINE","L1"
"cg12140416","2",214788425,"SPAG16","chr2","Body","L1PA14","LINE","L1"
"cg21302538","2",214788305,"SPAG16","chr2","Body","L1PA14","LINE","L1"
"cg25471980","2",215175738,"SPAG16","chr2","Body","L1PA17","LINE","L1"
"cg09892027","2",215785598,"LOC101928103","chr2","Body","L1MB3","LINE","L1"
"cg01331064","2",216085132,"","chr2","","L1PA4","LINE","L1"
"cg04216778","2",216166524,"snoU13","chr2","TSS1500","L1M4b","LINE","L1"
"cg03285039","2",216221710,"","chr2","","L1MB7","LINE","L1"
"cg18362108","2",216278623,"FN1","chr2","Body","HAL1","LINE","L1"
"cg17190161","2",216400013,"AC012668.1","chr2","3'UTR","L1MB3","LINE","L1"
"cg11433999","2",216447150,"AC012668.3","chr2","3'UTR","L1MC4a","LINE","L1"
"cg02551646","2",216478293,"AC012668.2","chr2","5'UTR","L1M2b","LINE","L1"
"cg19881992","2",216491679,"AC012668.2","chr2","5'UTR","L1MC3","LINE","L1"
"cg00340793","2",216491772,"LINC00607","chr2","Body","L1MC3","LINE","L1"
"ch.2.216208170F","2",216499925,"AC012668.2","chr2","5'UTR","L1PA15","LINE","L1"
"cg21579959","2",216500637,"AC012668.2","chr2","5'UTR","L1PA14","LINE","L1"
"cg16920747","2",216521036,"LINC00607","chr2","Body","L1ME3C","LINE","L1"
"cg08220124","2",216540220,"LINC00607","chr2","Body","L1M5","LINE","L1"
"cg26203738","2",216673958,"LINC00607","chr2","Body","L1MC4a","LINE","L1"
"cg24916850","2",216878903,"MREG","chr2","TSS1500","L1MC4a","LINE","L1"
"cg23550034","2",216879067,"MREG","chr2","TSS1500","L1MC4a","LINE","L1"
"cg21480809","2",216945238,"TMEM169","chr2","TSS1500","L1ME4a","LINE","L1"
"cg20569772","2",217359566,"AC098820.3","chr2","3'UTR","L1MC3","LINE","L1"
"cg02395069","2",217360510,"AC098820.3","chr2","3'UTR","L1MC3","LINE","L1"
"cg25483151","2",217430812,"","chr2","","L1MEd","LINE","L1"
"cg10958904","2",217611143,"AC007563.5","chr2","5'UTR","L1PB1","LINE","L1"
"cg06433802","2",217659770,"RN5S120","chr2","TSS1500","L1MA4A","LINE","L1"
"cg03995399","2",217741840,"AC007563.5","chr2","5'UTR","L1PA8","LINE","L1"
"cg13576344","2",217764227,"AC007563.5","chr2","5'UTR","L1MCa","LINE","L1"
"cg07056928","2",217847005,"AC007563.5","chr2","5'UTR","L1PA7","LINE","L1"
"cg11994854","2",218007568,"","chr2","","L1M4","LINE","L1"
"cg06016644","2",218142235,"","chr2","","L1MC","LINE","L1"
"cg00427618","2",218280252,"DIRC3","chr2","Body","L1ME1","LINE","L1"
"cg09045787","2",218624515,"","chr2","","L1MEf","LINE","L1"
"cg01009068","2",218642407,"","chr2","","L1MDa","LINE","L1"
"cg15832727","2",218894285,"","chr2","","L1ME3A","LINE","L1"
"cg21286015","2",218911159,"RUFY4","chr2","Body","L1MA5A","LINE","L1"
"cg10135936","2",218931550,"RUFY4","chr2","Body","L1MD3","LINE","L1"
"cg19225688","2",218990043,"CXCR2","chr2","TSS1500","L1PBa","LINE","L1"
"cg00002473","2",218988876,"CXCR2","chr2","TSS1500","L1PBa","LINE","L1"
"cg03464560","2",218989440,"CXCR2","chr2","TSS1500","L1PBa","LINE","L1"
"cg08408938","2",218989973,"CXCR2","chr2","TSS1500","L1PBa","LINE","L1"
"cg27641104","2",218988956,"CXCR2","chr2","TSS1500","L1PBa","LINE","L1"
"cg08108631","2",218989478,"CXCR2","chr2","TSS1500","L1PBa","LINE","L1"
"cg17081998","2",218989379,"CXCR2","chr2","TSS1500","L1PBa","LINE","L1"
"cg20509696","2",218990179,"CXCR2","chr2","TSS1500","L1PBa","LINE","L1"
"cg10819992","2",219001517,"CXCR2","chr2","3'UTR","L1MB4","LINE","L1"
"cg07331752","2",219049835,"snoU13","chr2","TSS200","L1M5","LINE","L1"
"cg12884009","2",219079038,"","chr2","","HAL1","LINE","L1"
"cg09141759","2",219120255,"RP11-378A13.1","chr2","5'UTR","L1MD2","LINE","L1"
"cg02383163","2",219157675,"TMBIM1","chr2","TSS1500","L1ME4a","LINE","L1"
"cg07439055","2",219157730,"TMBIM1","chr2","TSS1500","L1ME4a","LINE","L1"
"cg03132228","2",219157702,"TMBIM1","chr2","TSS1500","L1ME4a","LINE","L1"
"cg04863746","2",219198921,"PNKD","chr2","Body","L1MC4a","LINE","L1"
"cg16596478","2",219366682,"USP37","chr2","Body","L1MEc","LINE","L1"
"cg08530929","2",219366949,"USP37","chr2","Body","L1MEc","LINE","L1"
"cg01235489","2",219367069,"USP37","chr2","Body","L1MEc","LINE","L1"
"cg09465923","2",219379074,"USP37","chr2","Body","L1MC4a","LINE","L1"
"cg25347698","2",219381537,"USP37","chr2","Body","L1MC4a","LINE","L1"
"cg12472560","2",219496223,"PLCD4","chr2","Body","L1M5","LINE","L1"
"cg05321990","2",219496610,"PLCD4","chr2","Body","L1M5","LINE","L1"
"cg25683024","2",219592808,"TTLL4","chr2","5'UTR","L1M3f","LINE","L1"
"cg14440964","2",219608040,"TTLL4","chr2","Body","L1MD1","LINE","L1"
"cg04716277","2",219625165,"","chr2","","L1ME2","LINE","L1"
"cg17774679","2",219645811,"CYP27A1","chr2","TSS1500","L1MEg","LINE","L1"
"cg25306859","2",219899930,"CCDC108","chr2","Body","L1ME3B","LINE","L1"
"cg21445204","2",220140750,"TUBA4A","chr2","5'UTR","L1MC4a","LINE","L1"
"cg05547765","2",220198815,"RESP18","chr2","TSS1500","L1MEb","LINE","L1"
"cg26471832","2",220209535,"","chr2","","L1MEg","LINE","L1"
"cg21941877","2",220594674,"AC009502.3","chr2","TSS200","L1ME1","LINE","L1"
"cg21656199","2",220594698,"AC009502.3","chr2","TSS200","L1ME1","LINE","L1"
"cg21134817","2",220673526,"","chr2","","L1MA8","LINE","L1"
"cg07249954","2",220701450,"","chr2","","L1MB4","LINE","L1"
"cg05754643","2",220717658,"","chr2","","L1MB3","LINE","L1"
"cg07974623","2",220717763,"","chr2","","L1MB3","LINE","L1"
"cg11968166","2",220796845,"","chr2","","L1PA2","LINE","L1"
"cg22230468","2",220834350,"","chr2","","L1ME2","LINE","L1"
"cg00499448","2",220909373,"","chr2","","L1MEd","LINE","L1"
"cg03172493","2",221261269,"AC114765.1","chr2","5'UTR","L1ME3A","LINE","L1"
"cg22968887","2",222506138,"AC068489.1","chr2","5'UTR","L1MD2","LINE","L1"
"cg17461245","2",223384318,"SGPP2","chr2","Body","L1PA16","LINE","L1"
"cg06922858","2",223448132,"FARSB","chr2","Body","L1MC4","LINE","L1"
"cg16504801","2",223466828,"FARSB","chr2","Body","L1MD2","LINE","L1"
"cg04961282","2",223543062,"MOGAT1","chr2","Body","L1ME1","LINE","L1"
"cg23889868","2",223595917,"","chr2","","HAL1","LINE","L1"
"cg23417714","2",223750046,"ACSL3","chr2","5'UTR","L1M5","LINE","L1"
"cg25947773","2",223771010,"ACSL3","chr2","5'UTR","L1M4b","LINE","L1"
"cg11249728","2",223800611,"ACSL3","chr2","Body","L1MB2","LINE","L1"
"cg00182168","2",223804425,"ACSL3","chr2","Body","L1MB2","LINE","L1"
"cg07554758","2",223904541,"","chr2","","L1M4","LINE","L1"
"cg20308459","2",224032236,"KCNE4","chr2","5'UTR","L1MB2","LINE","L1"
"ch.2.223778692R","2",224070448,"","chr2","","L1MA4A","LINE","L1"
"cg09360931","2",224069430,"","chr2","","L1MA4A","LINE","L1"
"cg04901499","2",224111728,"","chr2","","L1PA11","LINE","L1"
"cg24935031","2",224976098,"","chr2","","L1PB3","LINE","L1"
"cg03795800","2",225103016,"AC104802.1","chr2","TSS1500","L1MEc","LINE","L1"
"cg14473998","2",225309568,"","chr2","","L1MD1","LINE","L1"
"cg16884081","2",225350189,"CUL3","chr2","Body","L1P3","LINE","L1"
"cg16094082","2",225350458,"CUL3","chr2","Body","L1P3","LINE","L1"
"cg20305095","2",225388487,"CUL3","chr2","Body","L1MB3","LINE","L1"
"cg21679969","2",225445666,"CUL3","chr2","Body","L1MA9","LINE","L1"
"cg15522341","2",226813845,"","chr2","","L1M2","LINE","L1"
"cg15849831","2",227677257,"","chr2","","L1MC4a","LINE","L1"
"cg16253786","2",227765701,"RHBDD1","chr2","Body","L1MA9","LINE","L1"
"cg22500559","2",227777048,"RHBDD1","chr2","Body","L1MB7","LINE","L1"
"cg17271494","2",228242472,"TM4SF20","chr2","Body","L1PA13","LINE","L1"
"cg12550570","2",228369695,"AGFG1","chr2","Body","L1ME2z","LINE","L1"
"cg20722452","2",228373968,"AGFG1","chr2","Body","L1MC4","LINE","L1"
"cg24670537","2",228383135,"AGFG1","chr2","Body","L1ME2","LINE","L1"
"cg10738791","2",228492566,"C2orf83","chr2","Body","L1MEe","LINE","L1"
"cg11845227","2",228711366,"","chr2","","L1ME3B","LINE","L1"
"cg13919902","2",228732646,"","chr2","","L1MC4","LINE","L1"
"cg21218433","2",228748860,"DAW1","chr2","Body","L1MDb","LINE","L1"
"cg00214970","2",229047701,"SPHKAP","chr2","TSS1500","L1MD1","LINE","L1"
"cg13666232","2",229048814,"","chr2","","L1MD1","LINE","L1"
"cg10496846","2",229163175,"","chr2","","L1MEc","LINE","L1"
"cg07728373","2",229266790,"","chr2","","L1PA16","LINE","L1"
"cg03885144","2",229290422,"","chr2","","L1PA2","LINE","L1"
"cg18067665","2",229433303,"AC009410.1","chr2","3'UTR","L1PA2","LINE","L1"
"cg05089466","2",229453387,"SNORD112","chr2","TSS1500","L1MB8","LINE","L1"
"cg14208052","2",229453458,"SNORD112","chr2","TSS1500","L1MB8","LINE","L1"
"cg18213363","2",229549368,"AC074019.1","chr2","TSS200","L1MCa","LINE","L1"
"cg02088160","2",229549297,"AC074019.1","chr2","TSS200","L1MCa","LINE","L1"
"cg23126234","2",229549575,"AC074019.1","chr2","TSS1500","L1MCa","LINE","L1"
"cg26027200","2",229550069,"AC074019.1","chr2","TSS1500","L1MCa","LINE","L1"
"cg15008865","2",229549793,"AC074019.1","chr2","TSS1500","L1MCa","LINE","L1"
"cg03929320","2",230029753,"PID1","chr2","Body","L1ME1","LINE","L1"
"cg05461268","2",230266391,"DNER","chr2","Body","L1MD1","LINE","L1"
"cg16656316","2",230280621,"DNER","chr2","Body","L1M6","LINE","L1"
"cg13564165","2",230280892,"DNER","chr2","Body","L1M6","LINE","L1"
"cg04956204","2",230672030,"TRIP12","chr2","Body","L1ME4a","LINE","L1"
"cg22336874","2",230687648,"TRIP12","chr2","Body","L1MEg","LINE","L1"
"cg01091076","2",230714019,"TRIP12","chr2","Body","HAL1","LINE","L1"
"cg06532879","2",230758039,"TRIP12","chr2","5'UTR","L1ME2z","LINE","L1"
"cg04985016","2",230758152,"TRIP12","chr2","5'UTR","L1ME2z","LINE","L1"
"cg16980098","2",230837919,"FBXO36","chr2","Body","L1M5","LINE","L1"
"cg02294838","2",231093669,"SP140","chr2","Body","L1MCa","LINE","L1"
"cg16289789","2",231094701,"SP140","chr2","Body","L1MCa","LINE","L1"
"cg14899042","2",231095583,"SP140","chr2","Body","L1MCa","LINE","L1"
"cg16538740","2",231095871,"SP140","chr2","Body","L1MCa","LINE","L1"
"cg15941800","2",231126785,"SP140","chr2","Body","L1PB1","LINE","L1"
"cg12331471","2",231282369,"SP100","chr2","ExonBnd","L1ME4a","LINE","L1"
"cg10710569","2",231283552,"SP100","chr2","Body","L1ME4a","LINE","L1"
"cg08388519","2",231289857,"SP100","chr2","Body","L1MA9","LINE","L1"
"cg19168934","2",231299880,"SP100","chr2","Body","L1M5","LINE","L1"
"cg14743339","2",231300356,"SP100","chr2","Body","L1PA11","LINE","L1"
"cg11112948","2",231306379,"SP100","chr2","Body","L1ME2","LINE","L1"
"cg19913293","2",231320138,"SP100","chr2","Body","L1MA8","LINE","L1"
"cg02489379","2",231409567,"SP100","chr2","3'UTR","L1PREC2","LINE","L1"
"cg15845465","2",231451697,"U6","chr2","TSS200","L1M5","LINE","L1"
"cg13942392","2",231453937,"","chr2","","L1M5","LINE","L1"
"cg11305446","2",231458944,"","chr2","","L1P4a","LINE","L1"
"cg03076240","2",231465738,"","chr2","","L1MB4","LINE","L1"
"cg15675532","2",231566168,"LOC151475","chr2","TSS1500","L1M1","LINE","L1"
"cg07850454","2",231612972,"CAB39","chr2","5'UTR","L1MC5","LINE","L1"
"cg12939575","2",231642711,"CAB39","chr2","Body","L1ME4a","LINE","L1"
"cg04725299","2",231653117,"CAB39","chr2","Body","L1MEc","LINE","L1"
"cg07304652","2",231659688,"CAB39","chr2","Body","L1MC4","LINE","L1"
"cg27030694","2",231690310,"","chr2","","L1MC3","LINE","L1"
"cg02071319","2",231696574,"","chr2","","L1ME1","LINE","L1"
"cg16248886","2",231748439,"","chr2","","L1ME3F","LINE","L1"
"cg16189421","2",231810985,"GPR55","chr2","5'UTR","L1MA9","LINE","L1"
"cg03351431","2",231821285,"GPR55","chr2","5'UTR","L1MC4","LINE","L1"
"cg10512747","2",231825482,"GPR55","chr2","5'UTR","L1MC4a","LINE","L1"
"cg06169135","2",231825892,"GPR55","chr2","TSS200","L1MC4a","LINE","L1"
"cg19029700","2",231840686,"","chr2","","L1MB5","LINE","L1"
"cg11227139","2",231840909,"","chr2","","L1MB5","LINE","L1"
"cg02646226","2",231843172,"","chr2","","L1MC4","LINE","L1"
"cg21316826","2",231863605,"SPATA3","chr2","Body","L1MB7","LINE","L1"
"cg26708270","2",232033109,"PSMD1","chr2","Body","L1MB7","LINE","L1"
"ch.2.4636382R","2",232032866,"PSMD1","chr2","Body","L1MB7","LINE","L1"
"cg15364476","2",232143905,"ARMC9","chr2","Body","L1ME5","LINE","L1"
"cg01408124","2",232145743,"ARMC9","chr2","Body","L1ME4a","LINE","L1"
"cg17433049","2",232193086,"ARMC9","chr2","Body","L1MD1","LINE","L1"
"cg04927622","2",232214059,"ARMC9","chr2","Body","L1MA2","LINE","L1"
"cg07039683","2",232248695,"","chr2","","L1ME1","LINE","L1"
"cg24725441","2",232280961,"","chr2","","L1M5","LINE","L1"
"cg13211018","2",232406965,"","chr2","","L1MB3","LINE","L1"
"cg18528591","2",232648086,"COPS7B","chr2","5'UTR","L1ME3","LINE","L1"
"cg11156357","2",232997993,"DIS3L2","chr2","Body","L1MDb","LINE","L1"
"cg24229304","2",233020971,"DIS3L2","chr2","Body","L1M7","LINE","L1"
"cg19094271","2",233037124,"DIS3L2","chr2","Body","L1MB7","LINE","L1"
"cg12956890","2",233036914,"DIS3L2","chr2","Body","L1MB7","LINE","L1"
"cg20568285","2",233048108,"DIS3L2","chr2","Body","L1MB7","LINE","L1"
"cg01224965","2",233076983,"DIS3L2","chr2","Body","L1MEc","LINE","L1"
"cg08330826","2",233264281,"","chr2","","L1ME3B","LINE","L1"
"cg05940455","2",233265137,"","chr2","","L1MD2","LINE","L1"
"cg18007737","2",233265159,"","chr2","","L1MD2","LINE","L1"
"cg25224714","2",233319785,"ALPI","chr2","TSS1500","L1MB2","LINE","L1"
"cg07661168","2",233319768,"ALPI","chr2","TSS1500","L1MB2","LINE","L1"
"cg19371555","2",233320224,"ALPI","chr2","TSS1500","L1MB2","LINE","L1"
"cg09227466","2",233338248,"","chr2","","L1MA8","LINE","L1"
"cg18316247","2",233397365,"CHRND","chr2","Body","L1ME3","LINE","L1"
"cg26556014","2",233445253,"EIF4E2","chr2","Body","L1MC4a","LINE","L1"
"cg10626924","2",233523351,"EFHD1","chr2","Body","L1MB4","LINE","L1"
"cg06270462","2",233526174,"EFHD1","chr2","Body","L1MB3","LINE","L1"
"cg27552340","2",233647291,"GIGYF2","chr2","Body","L1ME3A","LINE","L1"
"cg07380881","2",233707561,"GIGYF2","chr2","Body","HAL1","LINE","L1"
"cg17611093","2",233739114,"C2orf82","chr2","Body","L1MC4","LINE","L1"
"cg18546289","2",233773829,"NGEF","chr2","Body","L1ME4a","LINE","L1"
"cg09289291","2",233853300,"NGEF","chr2","5'UTR","L1MC4a","LINE","L1"
"cg14163654","2",233858469,"NGEF","chr2","5'UTR","L1MB8","LINE","L1"
"cg16054859","2",233891514,"","chr2","","L1MB7","LINE","L1"
"cg14134851","2",233959593,"INPP5D","chr2","Body","L1MC4a","LINE","L1"
"cg09228095","2",234143023,"ATG16L1","chr2","5'UTR","L1M5","LINE","L1"
"cg19149789","2",234225955,"SAG","chr2","Body","L1MD","LINE","L1"
"cg05086085","2",234236564,"SAG","chr2","Body","L1MB4","LINE","L1"
"cg07174400","2",234259009,"","chr2","","L1MD2","LINE","L1"
"cg18509846","2",234269882,"DGKD","chr2","Body","L1MEg","LINE","L1"
"cg03263613","2",234291987,"DGKD","chr2","Body","L1M5","LINE","L1"
"cg00003758","2",234338994,"DGKD","chr2","Body","L1MC4a","LINE","L1"
"cg15124343","2",234363028,"DGKD","chr2","Body","L1MB8","LINE","L1"
"cg07560601","2",234517267,"","chr2","","L1ME4a","LINE","L1"
"cg05357229","2",234616060,"UGT1A6","chr2","Body","L1ME3B","LINE","L1"
"cg12802413","2",234752291,"HJURP","chr2","Body","L1MC4","LINE","L1"
"cg13920792","2",234752321,"HJURP","chr2","Body","L1MC4","LINE","L1"
"cg14429776","2",234777227,"MSL3P1","chr2","TSS200","L1M5","LINE","L1"
"cg08010492","2",234778169,"MSL3P1","chr2","TSS1500","L1M5","LINE","L1"
"cg15411952","2",234777881,"MSL3P1","chr2","TSS1500","L1M5","LINE","L1"
"cg07225782","2",234837690,"TRPM8","chr2","Body","L1ME3D","LINE","L1"
