"ID","CHR","MAPINFO","custom_Name","chr","custom_Group","repName","repClass","repFamily"
"cg19108966","3",47555866,"C3orf75","chr3","TSS1500","AluY","SINE","Alu"
"cg13237923","3",47559074,"","chr3","","AluSx","SINE","Alu"
"cg04507495","3",47563649,"","chr3","","AluJo","SINE","Alu"
"cg26114804","3",47616147,"CSPG5","chr3","Body","AluY","SINE","Alu"
"cg19134770","3",47711947,"SMARCC1","chr3","Body","AluJb","SINE","Alu"
"ch.3.994724R","3",47736700,"SMARCC1","chr3","Body","AluJo","SINE","Alu"
"cg07207136","3",47743032,"SMARCC1","chr3","Body","AluSx1","SINE","Alu"
"cg11047289","3",47820082,"SMARCC1","chr3","Body","AluJb","SINE","Alu"
"cg10625504","3",47848423,"DHX30","chr3","5'UTR","AluSq2","SINE","Alu"
"cg09891224","3",48025734,"MAP4","chr3","Body","AluJr4","SINE","Alu"
"cg25144109","3",48132194,"MAP4","chr3","TSS1500","AluSx","SINE","Alu"
"ch.3.1012570R","3",48208271,"CDC25A","chr3","Body","FAM","SINE","Alu"
"cg03398966","3",48225680,"CDC25A","chr3","Body","AluSg","SINE","Alu"
"cg20084815","3",48227824,"CDC25A","chr3","Body","AluSp","SINE","Alu"
"cg08041943","3",48246754,"","chr3","","AluSx","SINE","Alu"
"cg23630878","3",48255260,"","chr3","","AluSp","SINE","Alu"
"cg06710735","3",48264567,"CAMP","chr3","TSS1500","AluSx","SINE","Alu"
"cg10573731","3",48297185,"ZNF589","chr3","Body","AluSx1","SINE","Alu"
"cg12941884","3",48297140,"ZNF589","chr3","Body","AluSx1","SINE","Alu"
"cg23881884","3",48329747,"Y_RNA","chr3","TSS1500","AluJb","SINE","Alu"
"cg16526390","3",48358926,"MIR2115","chr3","TSS1500","AluSq2","SINE","Alu"
"cg05933456","3",48358954,"MIR2115","chr3","TSS1500","AluSq2","SINE","Alu"
"cg17620068","3",48543372,"SHISA5","chr3","TSS1500","AluSx","SINE","Alu"
"cg20280415","3",48644361,"UQCRC1","chr3","Body","AluSx","SINE","Alu"
"cg23815793","3",48660253,"TMEM89","chr3","TSS1500","AluSp","SINE","Alu"
"cg20173120","3",48660195,"TMEM89","chr3","TSS1500","AluSp","SINE","Alu"
"cg13239227","3",48705266,"RP11-148G20.1","chr3","5'UTR","AluY","SINE","Alu"
"cg26924406","3",48733567,"IP6K2","chr3","Body","AluSc","SINE","Alu"
"cg22299995","3",48746246,"IP6K2","chr3","Body","AluJo","SINE","Alu"
"cg14753458","3",48751128,"IP6K2","chr3","5'UTR","AluSc8","SINE","Alu"
"cg25450244","3",48803105,"PRKAR2A","chr3","Body","AluYc","SINE","Alu"
"cg18452155","3",48863471,"PRKAR2A","chr3","Body","AluJo","SINE","Alu"
"cg08606534","3",48910769,"SLC25A20","chr3","Body","AluSc","SINE","Alu"
"cg14014369","3",48932687,"SLC25A20","chr3","Body","AluSp","SINE","Alu"
"cg14386548","3",48937622,"SLC25A20","chr3","TSS1500","AluSx1","SINE","Alu"
"cg04492826","3",48937610,"SLC25A20","chr3","TSS1500","AluSx1","SINE","Alu"
"cg23460066","3",48957602,"ARIH2","chr3","5'UTR","AluJo","SINE","Alu"
"cg27500856","3",48957559,"C3orf71","chr3","TSS1500","AluJo","SINE","Alu"
"cg06641503","3",48959341,"ARIH2","chr3","5'UTR","AluJr","SINE","Alu"
"cg00427885","3",49005797,"ARIH2","chr3","Body","AluYa5","SINE","Alu"
"cg02222064","3",49072024,"QRICH1","chr3","Body","AluJo","SINE","Alu"
"cg26334657","3",49090647,"QRICH1","chr3","Body","AluY","SINE","Alu"
"cg22139299","3",49096340,"QRICH1","chr3","Body","AluSp","SINE","Alu"
"cg17152477","3",49096083,"QRICH1","chr3","Body","AluSp","SINE","Alu"
"cg04613990","3",49096748,"QRICH1","chr3","Body","AluJr4","SINE","Alu"
"cg20628489","3",49134817,"QARS","chr3","Body","AluSz","SINE","Alu"
"cg25304084","3",49140224,"QARS","chr3","Body","AluSq2","SINE","Alu"
"cg15751602","3",49142815,"QARS","chr3","TSS1500","AluSz","SINE","Alu"
"cg21289006","3",49155648,"USP19","chr3","Body","AluJr","SINE","Alu"
"cg08193076","3",49188737,"","chr3","","AluSx","SINE","Alu"
"cg12622520","3",49192768,"LAMB2L","chr3","TSS1500","AluSx","SINE","Alu"
"cg23181311","3",49193200,"LAMB2L","chr3","TSS1500","AluJb","SINE","Alu"
"cg26679668","3",49218951,"C3orf84","chr3","Body","AluJo","SINE","Alu"
"cg09106607","3",49230541,"C3orf84","chr3","TSS1500","AluJb","SINE","Alu"
"cg22990125","3",49234759,"CCDC36","chr3","TSS1500","FRAM","SINE","Alu"
"cg00038298","3",49235033,"CCDC36","chr3","TSS1500","AluSp","SINE","Alu"
"cg14745517","3",49236141,"CCDC36","chr3","TSS1500","AluJb","SINE","Alu"
"cg02073408","3",49296857,"RP11-3B7.1","chr3","TSS1500","AluY","SINE","Alu"
"cg26864773","3",49296861,"RP11-3B7.1","chr3","TSS1500","AluY","SINE","Alu"
"cg17988347","3",49311376,"C3orf62","chr3","Body","AluSg","SINE","Alu"
"cg09417207","3",49357245,"USP4","chr3","Body","AluSz","SINE","Alu"
"cg24980213","3",49381490,"","chr3","","AluJb","SINE","Alu"
"cg24589549","3",49391282,"","chr3","","AluSx1","SINE","Alu"
"cg09219986","3",49398378,"RHOA","chr3","Body","AluSc","SINE","Alu"
"cg07455845","3",49404501,"RHOA","chr3","Body","AluY","SINE","Alu"
"cg25054043","3",49405610,"RHOA","chr3","Body","AluSx","SINE","Alu"
"cg27024488","3",49446510,"RHOA","chr3","5'UTR","AluY","SINE","Alu"
"cg17041749","3",49458631,"AMT","chr3","Body","AluSx","SINE","Alu"
"cg18797923","3",49461563,"AMT","chr3","TSS1500","AluSp","SINE","Alu"
"cg04363536","3",49466872,"NICN1","chr3","TSS200","AluSx1","SINE","Alu"
"cg12891667","3",49466861,"NICN1","chr3","TSS200","AluSx1","SINE","Alu"
"cg08153158","3",49470268,"","chr3","","AluSg","SINE","Alu"
"cg05852754","3",49491967,"","chr3","","AluJr","SINE","Alu"
"cg14918243","3",49504689,"DAG1","chr3","TSS1500","AluJo","SINE","Alu"
"cg11864408","3",49505866,"DAG1","chr3","TSS1500","AluJb","SINE","Alu"
"cg02497698","3",49506038,"DAG1","chr3","TSS200","AluSx1","SINE","Alu"
"cg27081670","3",49547457,"DAG1","chr3","5'UTR","AluSx1","SINE","Alu"
"cg24276040","3",49547441,"DAG1","chr3","5'UTR","AluSx1","SINE","Alu"
"cg05666287","3",49757470,"AMIGO3","chr3","TSS1500","AluSx1","SINE","Alu"
"cg05493761","3",49757476,"AMIGO3","chr3","TSS1500","AluSx1","SINE","Alu"
"cg04455265","3",49837689,"CDH29","chr3","TSS1500","AluJo","SINE","Alu"
"cg13597564","3",49851942,"UBA7","chr3","TSS1500","AluSx","SINE","Alu"
"cg24309076","3",49852549,"UBA7","chr3","TSS1500","AluJo","SINE","Alu"
"cg12042064","3",49942076,"MST1R","chr3","TSS1500","AluSx","SINE","Alu"
"cg00097619","3",49942096,"MST1R","chr3","TSS1500","AluSx","SINE","Alu"
"cg14427004","3",49942468,"MST1R","chr3","TSS1500","FLAM_C","SINE","Alu"
"cg09604762","3",49974058,"","chr3","","AluSc","SINE","Alu"
"cg04485516","3",49977118,"RBM6","chr3","TSS1500","AluSx1","SINE","Alu"
"cg04531219","3",50097435,"RBM6","chr3","Body","FAM","SINE","Alu"
"cg04641947","3",50125982,"RBM5","chr3","TSS1500","AluJr","SINE","Alu"
"cg22241014","3",50228212,"GNAT1","chr3","TSS1500","AluY","SINE","Alu"
"cg01042877","3",50228220,"GNAT1","chr3","TSS1500","AluY","SINE","Alu"
"cg06836641","3",50261422,"","chr3","","AluJr","SINE","Alu"
"cg17755730","3",50285392,"GNAI2","chr3","Body","AluSz","SINE","Alu"
"cg27393573","3",50309970,"SEMA3B","chr3","Body","AluSx","SINE","Alu"
"cg05919340","3",50315384,"LSMEM2","chr3","TSS1500","AluSg","SINE","Alu"
"cg20724227","3",50341694,"HYAL1","chr3","TSS1500","AluSc8","SINE","Alu"
"cg22670630","3",50350764,"HYAL1","chr3","TSS1500","AluSg","SINE","Alu"
"cg10354474","3",50350760,"HYAL1","chr3","TSS1500","AluSg","SINE","Alu"
"cg19194718","3",50350748,"HYAL1","chr3","TSS1500","AluSg","SINE","Alu"
"cg05546296","3",50376006,"RASSF1","chr3","TSS1500","AluSq2","SINE","Alu"
"cg21372200","3",50375735,"RASSF1","chr3","TSS1500","AluSq2","SINE","Alu"
"cg20119308","3",50376000,"RASSF1","chr3","TSS1500","AluSq2","SINE","Alu"
"cg08073822","3",50383668,"ZMYND10","chr3","TSS1500","AluSz","SINE","Alu"
"cg00457234","3",50398640,"","chr3","","AluJo","SINE","Alu"
"cg23153991","3",50544352,"","chr3","","AluSc5","SINE","Alu"
"cg00445523","3",50560456,"","chr3","","AluSz","SINE","Alu"
"cg23899274","3",51373243,"DOCK3","chr3","Body","AluJb","SINE","Alu"
"cg07118985","3",51424481,"MANF","chr3","Body","AluJb","SINE","Alu"
"cg09201469","3",51424941,"MANF","chr3","Body","AluJb","SINE","Alu"
"cg05394419","3",51519210,"VPRBP","chr3","5'UTR","AluSq2","SINE","Alu"
"cg13430768","3",51529996,"VPRBP","chr3","5'UTR","AluJb","SINE","Alu"
"cg18017827","3",51574838,"RAD54L2","chr3","TSS1500","AluSz6","SINE","Alu"
"ch.3.1119246R","3",51637060,"RAD54L2","chr3","Body","AluJr","SINE","Alu"
"cg07435014","3",51756545,"","chr3","","AluJr","SINE","Alu"
"cg26120213","3",51814127,"IQCF6","chr3","TSS1500","AluY","SINE","Alu"
"cg02258112","3",51814131,"IQCF6","chr3","TSS1500","AluY","SINE","Alu"
"cg13707898","3",51850458,"IQCF4","chr3","TSS1500","AluY","SINE","Alu"
"cg17159511","3",51937604,"IQCF1","chr3","TSS1500","AluSx1","SINE","Alu"
"cg11830695","3",52007678,"ABHD14B","chr3","Body","AluJr","SINE","Alu"
"cg23527366","3",52010415,"ABHD14A","chr3","Body","AluSg4","SINE","Alu"
"cg11530593","3",52022173,"ABHD14A-ACY1","chr3","Body","AluSx1","SINE","Alu"
"cg14529754","3",52030206,"RPL29","chr3","TSS1500","AluSq4","SINE","Alu"
"cg25155158","3",52097903,"LINC00696","chr3","Body","AluJb","SINE","Alu"
"cg18669588","3",52274051,"TWF2","chr3","TSS1500","AluSp","SINE","Alu"
"cg16364629","3",52303212,"WDR82","chr3","Body","AluSq2","SINE","Alu"
"cg20891622","3",52303511,"WDR82","chr3","Body","AluSc8","SINE","Alu"
"cg11629213","3",52320844,"GLYCTK","chr3","TSS1500","AluJb","SINE","Alu"
"cg27337880","3",52320832,"GLYCTK","chr3","TSS1500","AluJb","SINE","Alu"
"cg05882673","3",52321603,"GLYCTK","chr3","TSS1500","AluSz","SINE","Alu"
"cg08472925","3",52335610,"","chr3","","AluY","SINE","Alu"
"cg23135286","3",52453110,"PHF7","chr3","Body","AluSx","SINE","Alu"
"cg24046994","3",52508743,"NISCH","chr3","Body","AluSx","SINE","Alu"
"cg23525758","3",52520622,"NISCH","chr3","Body","AluSx1","SINE","Alu"
"cg00317010","3",52569752,"NT5DC2","chr3","TSS1500","AluJb","SINE","Alu"
"cg25103286","3",52583646,"PBRM1","chr3","Body","AluSx1","SINE","Alu"
"cg23654414","3",52671405,"PBRM1","chr3","Body","AluJb","SINE","Alu"
"cg08332332","3",52717966,"PBRM1","chr3","5'UTR","AluJr","SINE","Alu"
"cg00150837","3",52721831,"GNL3","chr3","Body","AluJb","SINE","Alu"
"cg04981665","3",52723789,"GNL3","chr3","Body","AluSq","SINE","Alu"
"cg00447581","3",52724578,"GNL3","chr3","Body","AluY","SINE","Alu"
"cg24892309","3",52724568,"GNL3","chr3","Body","AluY","SINE","Alu"
"cg02722625","3",52726624,"GNL3","chr3","Body","AluSx","SINE","Alu"
"cg10349197","3",52801074,"NEK4","chr3","Body","AluSz6","SINE","Alu"
"cg25531473","3",52810463,"ITIH1","chr3","TSS1500","AluSz","SINE","Alu"
"cg15787377","3",52810468,"ITIH1","chr3","TSS1500","AluSz","SINE","Alu"
"cg22613698","3",52915447,"TMEM110","chr3","Body","AluY","SINE","Alu"
"cg17538828","3",52957451,"SFMBT1","chr3","Body","AluSq2","SINE","Alu"
"cg15950216","3",53009541,"SFMBT1","chr3","5'UTR","AluJb","SINE","Alu"
"cg27127091","3",53036929,"SFMBT1","chr3","5'UTR","AluSz","SINE","Alu"
"cg17761990","3",53042940,"SFMBT1","chr3","5'UTR","AluY","SINE","Alu"
"cg08611995","3",53074857,"SFMBT1","chr3","5'UTR","AluJb","SINE","Alu"
"cg15319335","3",53121828,"","chr3","","AluJr","SINE","Alu"
"cg21406002","3",53166357,"","chr3","","AluJb","SINE","Alu"
"cg02364651","3",53243724,"AC097015.1","chr3","TSS1500","AluSx1","SINE","Alu"
"cg12625508","3",53290482,"TKT","chr3","TSS1500","AluSp","SINE","Alu"
"cg03692069","3",53303742,"","chr3","","AluSx","SINE","Alu"
"cg05769097","3",53352318,"DCP1A","chr3","Body","AluJo","SINE","Alu"
"cg27046466","3",53367462,"DCP1A","chr3","5'UTR","AluSg7","SINE","Alu"
"cg26465662","3",53904401,"ACTR8","chr3","Body","AluSg","SINE","Alu"
"ch.3.54000268R","3",54025228,"","chr3","","AluSz6","SINE","Alu"
"cg16708733","3",54119500,"","chr3","","AluJb","SINE","Alu"
"cg16724248","3",55148638,"","chr3","","AluYc","SINE","Alu"
"cg22604250","3",55644502,"ERC2","chr3","3'UTR","AluJb","SINE","Alu"
"cg06270249","3",55809537,"ERC2","chr3","Body","AluJb","SINE","Alu"
"cg07100595","3",56503840,"ERC2","chr3","TSS1500","AluSg7","SINE","Alu"
"cg23154064","3",56699146,"C3orf63","chr3","Body","AluJr","SINE","Alu"
"cg06713999","3",56699101,"C3orf63","chr3","Body","AluJr","SINE","Alu"
"cg10597041","3",56699737,"FAM208A","chr3","Body","AluY","SINE","Alu"
"cg06377069","3",56829908,"ARHGEF3","chr3","Body","AluSg","SINE","Alu"
"cg12880229","3",56975266,"ARHGEF3-AS1","chr3","Body","AluSz6","SINE","Alu"
"cg02853638","3",57098589,"ARHGEF3","chr3","5'UTR","AluJb","SINE","Alu"
"cg04886586","3",57145724,"IL17RD","chr3","Body","AluYc","SINE","Alu"
"cg19042804","3",57200443,"IL17RD","chr3","TSS1500","AluJr4","SINE","Alu"
"cg18686165","3",57200492,"IL17RD","chr3","TSS1500","AluJr4","SINE","Alu"
"cg11265952","3",57231292,"","chr3","","AluYc","SINE","Alu"
"cg23029041","3",57264838,"APPL1","chr3","Body","AluJr4","SINE","Alu"
"cg05504309","3",57314170,"ASB14","chr3","TSS1500","AluSc","SINE","Alu"
"cg16913192","3",57531304,"DNAH12","chr3","TSS1500","AluJb","SINE","Alu"
"cg22073539","3",57534292,"U6","chr3","TSS1500","AluJb","SINE","Alu"
"cg12171875","3",57546348,"PDE12","chr3","3'UTR","AluSq2","SINE","Alu"
"cg03012540","3",57574112,"ARF4","chr3","Body","FLAM_C","SINE","Alu"
"cg02491003","3",57581393,"ARF4","chr3","Body","AluSq2","SINE","Alu"
"cg04080291","3",57679146,"FAM116A","chr3","TSS1500","AluSx3","SINE","Alu"
"cg10308743","3",57684450,"Y_RNA","chr3","TSS1500","AluY","SINE","Alu"
"cg10719247","3",57745962,"SLMAP","chr3","Body","AluSz","SINE","Alu"
"cg07329303","3",57973412,"","chr3","","AluSq2","SINE","Alu"
"cg20724428","3",57997675,"FLNB","chr3","Body","AluSx","SINE","Alu"
"cg12152073","3",58024845,"FLNB","chr3","Body","AluJo","SINE","Alu"
"cg09049079","3",58042595,"FLNB","chr3","Body","AluSg","SINE","Alu"
"cg06003083","3",58047299,"FLNB","chr3","Body","AluJb","SINE","Alu"
"cg17755508","3",58290733,"RPP14","chr3","TSS1500","AluSz","SINE","Alu"
"cg24405511","3",58291726,"RPP14","chr3","TSS1500","AluSz","SINE","Alu"
"cg15578311","3",58291756,"RPP14","chr3","TSS1500","AluSz","SINE","Alu"
"cg08030657","3",58294286,"RPP14","chr3","5'UTR","AluJb","SINE","Alu"
"cg04748441","3",58306324,"","chr3","","AluY","SINE","Alu"
"cg18261783","3",58337066,"PXK","chr3","Body","AluJb","SINE","Alu"
"cg16984019","3",58483777,"KCTD6","chr3","TSS1500","AluSx3","SINE","Alu"
"cg26293920","3",58483739,"KCTD6","chr3","TSS1500","AluSx3","SINE","Alu"
"cg16865871","3",58502292,"ACOX2","chr3","Body","AluSx1","SINE","Alu"
"cg08687643","3",58569597,"FAM107A","chr3","5'UTR","AluJr","SINE","Alu"
"cg14510881","3",59375322,"RP11-285B24.1","chr3","TSS1500","AluSc","SINE","Alu"
"cg04835638","3",60363505,"FHIT","chr3","Body","AluYb8","SINE","Alu"
"cg07850135","3",60416815,"FHIT","chr3","Body","AluSz","SINE","Alu"
"cg22533480","3",60559834,"FHIT","chr3","5'UTR","AluSz","SINE","Alu"
"cg10239071","3",60574436,"FHIT","chr3","5'UTR","AluJb","SINE","Alu"
"cg08142256","3",61261516,"","chr3","","AluJr","SINE","Alu"
"cg14496314","3",61754981,"PTPRG","chr3","Body","AluJr","SINE","Alu"
"cg24295890","3",61889337,"PTPRG","chr3","Body","AluSx1","SINE","Alu"
"cg11921411","3",61950990,"PTPRG","chr3","Body","AluSx","SINE","Alu"
"cg06815586","3",61958465,"PTPRG","chr3","Body","AluJb","SINE","Alu"
"cg16667975","3",62249425,"PTPRG-AS1","chr3","Body","AluSx","SINE","Alu"
"cg19413728","3",62553529,"CADPS","chr3","Body","AluSx","SINE","Alu"
"cg08333768","3",63319375,"SYNPR","chr3","Body","AluJr","SINE","Alu"
"cg22927978","3",63845956,"THOC7-AS1","chr3","TSS1500","AluJo","SINE","Alu"
"cg13248317","3",63845875,"THOC7-AS1","chr3","TSS1500","AluJo","SINE","Alu"
"cg25067284","3",64010904,"PSMD6","chr3","TSS1500","AluSx","SINE","Alu"
"cg19541260","3",64255618,"","chr3","","AluJr","SINE","Alu"
"cg21107573","3",64384431,"","chr3","","AluSx","SINE","Alu"
"cg14261478","3",64496364,"U6","chr3","TSS1500","AluSx1","SINE","Alu"
"cg18060999","3",65536430,"MAGI1","chr3","Body","AluJo","SINE","Alu"
"ch.3.1444649R","3",65894942,"MAGI1","chr3","Body","AluJb","SINE","Alu"
"cg26911770","3",65921283,"MAGI1","chr3","Body","AluJr","SINE","Alu"
"cg21651795","3",65979670,"MAGI1","chr3","Body","AluSx1","SINE","Alu"
"cg13018177","3",66018851,"MAGI1","chr3","Body","AluJb","SINE","Alu"
"cg08547873","3",66114149,"","chr3","","AluSz","SINE","Alu"
"cg21266673","3",66336175,"SLC25A26","chr3","Body","AluSx1","SINE","Alu"
"cg08880904","3",66535344,"LRIG1","chr3","Body","AluSz","SINE","Alu"
"cg05877299","3",66973414,"","chr3","","AluSz","SINE","Alu"
"cg14861097","3",69051257,"C3orf64","chr3","Body","AluSc","SINE","Alu"
"cg05798911","3",69160779,"LMOD3","chr3","Body","AluJo","SINE","Alu"
"cg17602210","3",69173517,"LMOD3","chr3","TSS1500","AluSx1","SINE","Alu"
"cg09568233","3",69173520,"LMOD3","chr3","TSS1500","AluSx1","SINE","Alu"
"cg19198567","3",69432830,"FRMD4B","chr3","Body","AluJo","SINE","Alu"
"cg17729428","3",71248297,"FOXP1","chr3","5'UTR","AluSx1","SINE","Alu"
"cg21448870","3",72492399,"RYBP","chr3","Body","AluJb","SINE","Alu"
"cg02944840","3",72500152,"","chr3","","FLAM_C","SINE","Alu"
"cg13692730","3",72737341,"","chr3","","AluY","SINE","Alu"
"cg25112966","3",72792066,"","chr3","","AluSx3","SINE","Alu"
"cg07162692","3",72806687,"SHQ1","chr3","Body","FAM","SINE","Alu"
"cg18641433","3",72981498,"GXYLT2","chr3","Body","AluSq2","SINE","Alu"
"cg03847932","3",73045556,"PPP4R2","chr3","TSS1500","AluJo","SINE","Alu"
"cg11239719","3",73051561,"PPP4R2","chr3","Body","AluJr4","SINE","Alu"
"cg18216386","3",73078371,"PPP4R2","chr3","Body","AluJo","SINE","Alu"
"cg18777311","3",73093685,"PPP4R2","chr3","Body","AluSx3","SINE","Alu"
"cg23843818","3",73141491,"U6","chr3","TSS200","AluSq2","SINE","Alu"
"cg24914180","3",73142415,"U6","chr3","TSS1500","AluJr","SINE","Alu"
"cg22948427","3",73159140,"U2","chr3","TSS1500","AluYk11","SINE","Alu"
"cg03785489","3",73405207,"","chr3","","AluSx","SINE","Alu"
"cg05936194","3",75448983,"","chr3","","AluSx","SINE","Alu"
"cg12439695","3",75664059,"","chr3","","AluJr","SINE","Alu"
"cg27180636","3",75715783,"FRG2C","chr3","3'UTR","AluSz6","SINE","Alu"
"cg02920701","3",75838027,"","chr3","","AluSx","SINE","Alu"
"cg03770710","3",78709139,"ROBO1","chr3","Body","AluSx1","SINE","Alu"
"cg20505486","3",78764742,"ROBO1","chr3","Body","AluSx","SINE","Alu"
"cg04625715","3",80838995,"RP11-47P18.1","chr3","TSS1500","AluSg","SINE","Alu"
"cg07757701","3",84822086,"LINC00971","chr3","Body","AluSx","SINE","Alu"
"cg13690703","3",88030644,"HTR1F","chr3","TSS1500","AluSx3","SINE","Alu"
"cg17006985","3",88479202,"Y_RNA","chr3","TSS1500","AluY","SINE","Alu"
"cg13587495","3",89449406,"EPHA3","chr3","3'UTR","AluY","SINE","Alu"
"cg14208150","3",90231775,"","chr3","","AluSx1","SINE","Alu"
"cg27375966","3",93647007,"PROS1","chr3","Body","AluSx","SINE","Alu"
"cg02944578","3",93689422,"PROS1","chr3","Body","AluJr","SINE","Alu"
"cg03747805","3",93693557,"PROS1","chr3","TSS1500","AluSx1","SINE","Alu"
"cg07204803","3",93698231,"ARL13B","chr3","TSS1500","AluSc8","SINE","Alu"
"cg20852286","3",93781624,"NSUN3","chr3","TSS1500","AluJr","SINE","Alu"
"cg20170443","3",93781614,"NSUN3","chr3","TSS1500","AluJr","SINE","Alu"
"cg14574510","3",93782661,"DHFRL1","chr3","TSS1500","AluJr4","SINE","Alu"
"cg14334316","3",93782716,"DHFRL1","chr3","TSS1500","AluJr4","SINE","Alu"
"cg05431656","3",93789237,"NSUN3","chr3","Body","AluJr","SINE","Alu"
"cg19458891","3",93849868,"","chr3","","AluJb","SINE","Alu"
"cg01490482","3",97672518,"MINA","chr3","Body","AluSz","SINE","Alu"
"cg23319258","3",98243150,"CLDND1","chr3","TSS1500","AluY","SINE","Alu"
"cg05379891","3",98243147,"CLDND1","chr3","TSS1500","AluY","SINE","Alu"
"cg11884660","3",98294365,"","chr3","","AluJr","SINE","Alu"
"cg10574718","3",98308022,"CPOX","chr3","Body","AluSx","SINE","Alu"
"cg06377825","3",98372781,"","chr3","","AluSz6","SINE","Alu"
"cg03434223","3",98376029,"","chr3","","AluJo","SINE","Alu"
"cg25644323","3",98450242,"ST3GAL6","chr3","TSS1500","AluSg","SINE","Alu"
"cg00021101","3",98531993,"DCBLD2","chr3","Body","AluJb","SINE","Alu"
"cg09444863","3",98535664,"DCBLD2","chr3","Body","AluJo","SINE","Alu"
"cg08834459","3",99539062,"C3orf26","chr3","Body","AluSx1","SINE","Alu"
"cg04114269","3",99667274,"C3orf26","chr3","Body","AluJo","SINE","Alu"
"cg14985107","3",100033393,"TBC1D23","chr3","Body","AluJo","SINE","Alu"
"cg16500097","3",100083492,"TOMM70A","chr3","3'UTR","FAM","SINE","Alu"
"cg09158696","3",100421509,"","chr3","","FLAM_C","SINE","Alu"
"cg13412041","3",100552850,"ABI3BP","chr3","Body","AluJr","SINE","Alu"
"cg06724212","3",100556325,"ABI3BP","chr3","Body","AluSx1","SINE","Alu"
"cg03538902","3",100929838,"","chr3","","AluJb","SINE","Alu"
"cg15397033","3",101052208,"SENP7","chr3","Body","AluJr","SINE","Alu"
"cg03584693","3",101280436,"RG9MTD1","chr3","TSS1500","AluSz","SINE","Alu"
"cg16704346","3",101280445,"RG9MTD1","chr3","TSS1500","AluSz","SINE","Alu"
"cg16283010","3",101280485,"RG9MTD1","chr3","TSS1500","AluSz","SINE","Alu"
"cg14930241","3",101334481,"U6","chr3","TSS200","AluSx1","SINE","Alu"
"cg14629220","3",101347566,"Y_RNA","chr3","TSS1500","AluSc8","SINE","Alu"
"cg14838738","3",101365293,"Y_RNA","chr3","TSS1500","AluSp","SINE","Alu"
"cg24025627","3",101381150,"ZBTB11","chr3","Body","FLAM_C","SINE","Alu"
"cg03423625","3",101381187,"ZBTB11","chr3","Body","AluSp","SINE","Alu"
"cg08488425","3",101382185,"ZBTB11","chr3","Body","AluJb","SINE","Alu"
"cg04232208","3",101403522,"RPL24","chr3","Body","AluJb","SINE","Alu"
"cg03863979","3",101406885,"RPL24","chr3","TSS1500","AluSx1","SINE","Alu"
"cg02635468","3",101409454,"","chr3","","AluJb","SINE","Alu"
"cg04533214","3",101431192,"LOC285359","chr3","TSS200","AluSq","SINE","Alu"
"cg00482555","3",101441649,"CEP97","chr3","TSS1500","FLAM_C","SINE","Alu"
"cg25494408","3",101442801,"CEP97","chr3","TSS1500","AluSp","SINE","Alu"
"cg02854954","3",101442743,"CEP97","chr3","TSS1500","AluSp","SINE","Alu"
"cg16298011","3",101442735,"CEP97","chr3","TSS1500","AluSp","SINE","Alu"
"cg26199014","3",101677858,"LOC152225","chr3","Body","FRAM","SINE","Alu"
"cg00752077","3",103645203,"","chr3","","AluY","SINE","Alu"
"cg03935579","3",105251431,"ALCAM","chr3","Body","AluJb","SINE","Alu"
"cg08744654","3",107207944,"","chr3","","AluJb","SINE","Alu"
"cg24979318","3",107759953,"","chr3","","AluJr","SINE","Alu"
"cg16956153","3",107943906,"","chr3","","AluSx1","SINE","Alu"
"cg23603660","3",108013903,"HHLA2","chr3","TSS1500","AluY","SINE","Alu"
"cg06955432","3",108599130,"","chr3","","AluYk4","SINE","Alu"
"cg20026205","3",108908672,"","chr3","","AluSx1","SINE","Alu"
"cg16928393","3",109033890,"DPPA2","chr3","5'UTR","AluSz6","SINE","Alu"
"cg09821685","3",109034944,"DPPA2","chr3","5'UTR","AluJr","SINE","Alu"
"cg06611850","3",109035781,"DPPA2","chr3","TSS1500","AluSp","SINE","Alu"
"cg07480440","3",109035649,"DPPA2","chr3","TSS1500","AluSp","SINE","Alu"
"cg21105590","3",109036102,"DPPA2","chr3","TSS1500","AluSz6","SINE","Alu"
"cg01415457","3",109051665,"DPPA4","chr3","Body","AluSx","SINE","Alu"
"cg26441097","3",109054344,"DPPA4","chr3","Body","AluSx1","SINE","Alu"
"cg03644629","3",109130317,"FLJ25363","chr3","Body","AluJo","SINE","Alu"
"cg03185066","3",111580757,"PHLDB2","chr3","5'UTR","AluSx1","SINE","Alu"
"cg23960922","3",111656555,"PHLDB2","chr3","Body","AluJb","SINE","Alu"
"cg08050907","3",111757608,"TMPRSS7","chr3","TSS1500","AluJo","SINE","Alu"
"cg19498042","3",111757442,"TMPRSS7","chr3","TSS1500","AluJo","SINE","Alu"
"cg12087993","3",112014075,"SLC9C1","chr3","TSS1500","AluSx1","SINE","Alu"
"cg04396911","3",112014230,"SLC9C1","chr3","TSS1500","AluSx1","SINE","Alu"
"cg09333820","3",112051434,"CD200","chr3","TSS1500","AluY","SINE","Alu"
"cg26655662","3",112368008,"CCDC80","chr3","3'UTR","FRAM","SINE","Alu"
"cg23625749","3",113163068,"CCDC52","chr3","3'UTR","AluSz","SINE","Alu"
"cg10572188","3",113213220,"CCDC52","chr3","Body","AluYa5","SINE","Alu"
"cg11625897","3",113234789,"SPICE1","chr3","TSS1500","AluJb","SINE","Alu"
