"chr","Start","End"
"chr13","28365786","28366548"
"chr13","28368506","28371508"
"chr13","28371769","28491487"
"chr13","28492519","28494000"
"chr13","28496100","28498225"
"chr13","28499047","28501858"
"chr13","28502091","28502361"
"chr13","28502745","28503056"
"chr13","28503375","28527754"
"chr13","28528997","28534431"
"chr13","28535561","28540355"
"chr13","28543545","28544523"
"chr13","28544891","28549838"
"chr13","28550247","28551513"
"chr13","28552974","28554426"
"chr13","28555066","28602000"
"chr13","29358627","29393782"
"chr13","29394899","29913885"
"chr13","29914302","30054341"
"chr13","30054559","30077244"
"chr13","30077491","30088557"
"chr13","30088773","30168900"
"chr13","30170247","30310838"
"chr13","31248619","31377144"
"chr13","31377494","31480271"
"chr13","31481106","31735108"
"chr13","31736671","31773918"
"chr13","31775035","32420629"
"chr13","32421275","32464956"
"chr13","34841854","35269576"
"chr13","35485359","35692946"
"chr13","36352001","36705039"
"chr13","36705708","36728961"
"chr13","36729268","36742549"
"chr13","37006454","37247948"
"chr13","37248464","37358514"
"chr13","38266169","38443681"
"chr13","38444229","38761658"
"chr13","40352001","40746368"
"chr13","40746697","40905089"
"chr13","47451433","48394562"
"chr13","53314046","53419896"
"chr13","53422873","53424940"
"chr13","53425996","53774263"
"chr13","53776346","54694325"
"chr13","55659079","57714970"
"chr13","57715305","57716549"
"chr13","57716752","57721540"
"chr13","57721875","57723119"
"chr13","57723322","57728113"
"chr13","57728448","57729692"
"chr13","57729895","57734684"
"chr13","57735019","57736263"
"chr13","57736466","57741249"
"chr13","57741584","57742828"
"chr13","57743031","58203585"
"chr13","58204323","58206525"
"chr13","58208931","60211122"
"chr13","61158449","64385718"
"chr13","64386058","64418433"
"chr13","64418680","67804592"
"chr13","67805460","69558903"
"chr13","69559305","70681731"
"chr13","70682220","72249083"
"chr13","72249357","72439361"
"chr13","72440060","73275958"
"chr13","74705485","74708000"
"chr13","74709602","75835095"
"chr13","76462321","77224447"
"chr13","78645258","79170113"
"chr13","79171232","79175609"
"chr13","79177986","79181326"
"chr13","79181615","79181943"
"chr13","79182223","79182858"
"chr13","79183881","79232821"
"chr13","79233418","79820710"
"chr13","81018830","81229046"
"chr13","81229446","84453663"
"chr13","84453898","86760324"
"chr13","86910325","88323568"
"chr13","88324641","88326599"
"chr13","88326920","88329393"
"chr13","88329886","90015411"
"chr13","90015776","91740850"
"chr13","91958430","91999540"
"chr13","92001442","92051152"
"chr13","92051717","93879244"
"chr13","93880878","95171294"
"chr13","95339484","95354188"
"chr13","95355185","95357588"
"chr13","95357884","95359640"
"chr13","95359875","95363151"
"chr13","95366052","95619882"
"chr13","95620978","95655107"
"chr13","95655518","95701999"
"chr13","96704561","96705228"
"chr13","96705910","96742137"
"chr13","96744163","97579188"
"chr13","98227159","98568920"
"chr13","100609687","100611861"
"chr13","100612279","100620240"
"chr13","100624349","100631751"
"chr13","100635527","100637111"
"chr13","100637473","100641333"
"chr13","100642189","100642773"
"chr13","100643095","100649321"
"chr13","100650389","100650576"
"chr13","101786958","102041334"
"chr13","102452000","102568424"
"chr13","102569496","103046679"
"chr13","103047227","103052360"
"chr13","103052945","103248812"
"chr13","103249993","103251485"
"chr13","103702000","106438572"
"chr13","106862694","107101222"
"chr13","107702000","108518333"
"chr13","108518634","108519291"
"chr13","108521064","108867106"
"chr13","108867365","108870501"
"chr13","108871329","109147797"
"chr13","109149020","109551599"
"chr13","111745698","111769548"
"chr13","112025883","112054424"
"chr13","112054645","112062647"
"chr13","112062904","112063568"
"chr13","112064023","112172231"
"chr13","112172442","112200211"
"chr13","112200894","112212061"
"chr13","112212298","112238671"
"chr13","112238894","112275561"
"chr13","112275795","112320823"
"chr13","112321130","112353994"
"chr13","112503995","112547457"
"chr13","112548131","112575722"
"chr13","112575999","112610657"
"chr13","112611434","112627427"
"chr13","112627643","112630567"
"chr13","112630797","112669247"
"chr13","112670290","112691257"
"chr13","112691619","112707803"
"chr13","112708697","112709883"
"chr13","112712666","112715358"
"chr13","112716235","112717124"
"chr13","112717422","112720563"
"chr13","112723583","112726280"
"chr13","112728420","112758597"
"chr13","112760492","112760864"
"chr13","112761114","112817815"
"chr13","112818940","112823495"
"chr13","112823729","112848574"
"chr13","112849222","112895426"
"chr13","112895709","112979797"
"chr13","112980002","112984965"
"chr13","112985734","112997191"
"chr13","112997718","112998072"
"chr13","112998275","113106336"
"chr13","113106545","113107707"
"chr13","113108054","113121628"
"chr13","113121865","113134585"
"chr13","113260926","113303305"
"chr13","113303541","113343852"
"chr13","113345189","113347657"
"chr13","113549128","113552380"
"chr13","113552774","113597552"
"chr13","113598304","113622736"
"chr13","113623661","113633842"
"chr13","113634066","113635653"
"chr13","113635900","113648342"
"chr13","113649602","113656115"
"chr13","113656380","113663200"
"chr13","113663540","113665987"
"chr13","113667332","113670928"
"chr13","113671192","113676780"
"chr13","113677121","113677626"
"chr13","113677837","113684524"
"chr13","113684992","113687420"
"chr13","113687829","113701832"
"chr13","113702281","113705499"
"chr13","113705779","113714783"
"chr13","113715161","113721519"
"chr13","113722208","113729301"
"chr13","113729517","113731152"
"chr13","113731584","113742735"
"chr13","113743020","113745160"
"chr13","113745645","113750485"
"chr13","113751566","113761565"
"chr13","113765535","113771853"
"chr13","113772089","113772726"
"chr13","113773013","113783885"
"chr13","113784703","113797816"
"chr13","113798074","113803216"
"chr13","113803480","113807287"
"chr13","113807866","113820672"
"chr13","114510840","114516139"
"chr13","114507982","114510244"
"chr13","114506124","114507535"
"chr13","114498192","114505868"
"chr13","114462959","114497828"
"chr13","114463595","114463685"
"chr13","114462492","114462702"
"chr13","114459633","114461829"
"chr13","114456083","114459441"
"chr13","114740001","114743584"
"chr13","114743890","114748540"
"chr13","114748752","114764352"
"chr13","114764623","114766709"
"chr13","114767224","114773744"
"chr13","114774500","114774811"
"chr13","114775135","114778524"
"chr13","114778810","114780691"
"chr13","114781049","114781865"
"chr13","114782113","114782673"
"chr13","114782884","114783501"
"chr13","114783734","114786334"
"chr13","114786538","114803615"
"chr13","114803853","114805718"
"chr13","114806501","114806910"
"chr13","114807182","114807631"
"chr13","114807835","114813941"
"chr13","114814458","114836065"
"chr13","114836521","114838657"
"chr13","114839093","114840917"
"chr13","114841581","114848999"
"chr13","114852747","114861660"
"chr13","114861877","114868893"
"chr13","114869837","114875197"
"chr13","114875419","114876498"
"chr13","114877102","114879040"
"chr13","114879531","114897357"
"chr13","114898517","114912874"
"chr13","114913458","114914535"
"chr13","114914754","114926687"
"chr13","114927054","114964099"
"chr13","114965841","115000147"
"chr13","115000875","115002337"
"chr14","19000001","19360222"
"chr14","19360906","19403267"
"chr14","19403544","19422725"
"chr14","19423056","19614218"
"chr14","19614894","19625345"
"chr14","19625736","19642316"
"chr14","19642876","19649932"
"chr14","19650378","19685062"
"chr14","19687330","19720386"
"chr14","19720689","19854717"
"chr14","19855020","19888057"
"chr14","19890324","19924987"
"chr14","19925433","19949658"
"chr14","19950064","19960561"
"chr14","19961172","20106917"
"chr14","20107279","20136632"
"chr14","20136960","20156135"
"chr14","20156412","20737923"
"chr14","21328366","21430160"
"chr14","21439909","21444128"
"chr14","22086709","22962065"
"chr14","23859621","23889143"
"chr14","23889409","23939702"
"chr14","24912120","25518423"
"chr14","25519613","26674162"
"chr14","26674479","27066312"
"chr14","27066579","29234888"
"chr14","29235909","29236834"
"chr14","29237833","29243402"
"chr14","29243764","29247323"
"chr14","29247625","29254364"
"chr14","29255070","29300911"
"chr14","29505474","30396209"
"chr14","30397421","30994528"
"chr14","36447648","36973168"
"chr14","36973741","36974547"
"chr14","36975426","36977517"
"chr14","36977997","36983439"
"chr14","36983739","36986361"
"chr14","36990577","36990872"
"chr14","36991210","36991593"
"chr14","36992489","36993487"
"chr14","36994489","37049332"
"chr14","37051727","37052536"
"chr14","37052839","37053133"
"chr14","37053691","37116187"
"chr14","37117629","37125218"
"chr14","37125662","37126785"
"chr14","37128275","37131180"
"chr14","37132786","37135512"
"chr14","37136349","37641231"
"chr14","37641880","37666685"
"chr14","37667494","38052644"
"chr14","38054167","38057137"
"chr14","38057799","38060840"
"chr14","38062120","38063662"
"chr14","38065666","38067445"
"chr14","38069208","38080238"
"chr14","38080679","38091468"
"chr14","38092177","38677153"
"chr14","38677788","38678244"
"chr14","38680938","38724253"
"chr14","38725538","39464939"
"chr14","39930250","42066961"
"chr14","42067304","42075857"
"chr14","42076330","45356127"
"chr14","45789380","47120867"
"chr14","47121160","48143432"
"chr14","48145590","49954941"
"chr14","52536723","52734206"
"chr14","52735487","52780686"
"chr14","52781970","52930250"
"chr14","56362937","56585041"
"chr14","56586235","56994696"
"chr14","57236054","57260877"
"chr14","57262124","57264637"
"chr14","57265562","57274606"
"chr14","57276841","57278067"
"chr14","57278288","57278708"
"chr14","57279117","57283966"
"chr14","57284559","57518544"
"chr14","57930248","58331675"
"chr14","58333122","58582384"
"chr14","59999851","60043241"
"chr14","60043595","60097207"
"chr14","60097554","60193830"
"chr14","60194303","60336950"
"chr14","60337462","60386270"
"chr14","60386751","60558339"
"chr14","60559177","60562993"
"chr14","60794868","60864442"
"chr14","60864678","60951975"
"chr14","60952947","60973771"
"chr14","60974124","60975731"
"chr14","60978181","60981522"
"chr14","60982637","61103977"
"chr14","61104664","61108953"
"chr14","61109787","61114101"
"chr14","61116553","61122050"
"chr14","62584280","63130379"
"chr14","63648980","63680247"
"chr14","66425992","66966190"
"chr14","70501304","70512791"
"chr14","70512995","70655094"
"chr14","70656078","70700813"
"chr14","70701051","70722344"
"chr14","76591164","76597647"
"chr14","76597912","76600645"
"chr14","76600862","76604998"
"chr14","76605269","76618137"
"chr14","76618453","76620791"
"chr14","76680248","76819144"
"chr14","76819380","76842505"
"chr14","76843847","76854468"
"chr14","77608305","77648107"
"chr14","77648329","77720540"
"chr14","78439562","78447338"
"chr14","78447725","79735032"
"chr14","80430248","80924769"
"chr14","81407090","81407709"
"chr14","81408134","81421293"
"chr14","81421562","81607184"
"chr14","81998799","81999750"
"chr14","82000435","85996493"
"chr14","85996959","85997467"
"chr14","85998638","85999531"
"chr14","86000479","88458895"
"chr14","88459690","88789599"
"chr14","88790494","88792903"
"chr14","88793325","88851882"
"chr14","88852286","88855590"
"chr14","89430248","89493134"
"chr14","89494383","89498047"
"chr14","92680248","92788912"
"chr14","92789205","92789493"
"chr14","92790713","92880613"
"chr14","93389900","93395071"
"chr14","93897467","94253951"
"chr14","94255734","94405234"
"chr14","94406171","94430247"
"chr14","94641649","95146883"
"chr14","96180248","96180255"
"chr14","96180849","96342208"
"chr14","96343571","96505310"
"chr14","96506403","96545111"
"chr14","97430248","97499604"
"chr14","97500177","97685058"
"chr14","97685947","98094504"
"chr14","98558837","99259466"
"chr14","99393833","99584404"
"chr14","99585011","99640359"
"chr14","99642768","99711838"
"chr14","99713432","99736039"
"chr14","99737585","99739800"
"chr14","99740921","99741133"
"chr14","99741442","99813279"
"chr14","101013118","101033875"
"chr14","101035230","101053104"
"chr14","101053425","101121007"
"chr14","101121366","101153856"
"chr14","101180248","101192850"
"chr14","101193500","101200616"
"chr14","101200930","101201558"
"chr14","101201764","101290522"
"chr14","101290869","101292042"
"chr14","101292710","101292862"
"chr14","101293102","101293426"
"chr14","101294434","101348384"
"chr14","101348699","101349371"
"chr14","101349861","101531642"
"chr14","101532385","101712213"
"chr14","101909023","101923574"
"chr14","101925996","101992721"
"chr14","101992933","102025988"
"chr14","102031568","102050597"
"chr14","102051026","102053867"
"chr14","102054164","102094853"
"chr14","102095205","102101164"
"chr14","102101597","102172002"
"chr14","104493372","104552011"
"chr14","104552479","104569498"
"chr14","104569781","104583035"
"chr14","104584575","104601958"
"chr14","104605673","104621865"
"chr14","104622150","104625247"
"chr14","104625523","104630464"
"chr14","104630712","104631013"
"chr14","104644204","104644799"
"chr14","104645075","104645552"
"chr14","104645763","104645956"
"chr14","104646479","104687156"
"chr14","104687376","104690038"
"chr14","104690275","104800443"
"chr14","104800978","104895903"
"chr14","104897610","104927440"
"chr14","104928654","104940133"
"chr14","104940467","105041306"
"chr14","105041562","105054872"
"chr14","105055114","105070517"
"chr14","105071464","105103492"
"chr14","105103770","105106460"
"chr14","105106667","105107386"
"chr14","105400080","105444318"
"chr14","105445226","105445525"
"chr14","106178956","106179816"
"chr14","106180019","106185740"
"chr14","106186042","106188127"
"chr14","106188861","106235487"
"chr14","106235794","106316938"
"chr14","106317157","106321749"
"chr14","106322003","106333491"
"chr14","106333921","106670477"
"chr14","106670701","106743601"
"chr14","106743838","106854804"
"chr14","106855154","106857166"
"chr14","106857788","106916360"
"chr14","106990333","107221091"
"chr14","107221299","107289540"
"chr15","20000001","20104139"
"chr15","20104702","20148692"
"chr15","20150116","20279423"
"chr15","20279726","20373593"
"chr15","20374084","20406263"
"chr15","20489987","20499874"
"chr15","20513477","20563981"
"chr15","20564210","20711402"
"chr15","20711824","20786765"
"chr15","21077181","21083012"
"chr15","21084349","21286623"
"chr15","21286915","21380191"
"chr15","21380687","21398819"
"chr15","22262115","22545217"
"chr15","22547292","22596193"
"chr15","22646194","22646570"
"chr15","22647337","22692685"
"chr15","22693188","22785069"
"chr15","23378616","23454142"
"chr15","23455601","23514853"
"chr15","23564854","23615335"
"chr15","23728670","23931558"
"chr15","23932548","24123230"
"chr15","24123433","24346713"
"chr15","24347070","24506125"
"chr15","24506424","24672183"
"chr15","24672538","24722716"
"chr15","24723016","24920612"
"chr15","24921253","25018173"
"chr15","25018534","25093190"
"chr15","25093583","25123356"
"chr15","25123709","25200034"
"chr15","25201055","25554617"
"chr15","26448908","26874096"
"chr15","26874529","26915188"
"chr15","26915754","27016891"
"chr15","27018944","27083991"
"chr15","27084223","27112029"
"chr15","27113480","27128248"
"chr15","27128936","27136492"
"chr15","27148847","27212901"
"chr15","27213397","27215950"
"chr15","27216857","27586853"
"chr15","27597019","27786717"
"chr15","27787061","28015345"
"chr15","28015796","28016398"
"chr15","28016656","28050249"
"chr15","28050790","28051537"
"chr15","28051791","28147924"
"chr15","28148466","28248568"
"chr15","28249167","28339773"
"chr15","28342443","28344187"
"chr15","28344490","28345014"
"chr15","28567696","28648008"
"chr15","28648511","28699849"
"chr15","28700611","28702579"
"chr15","28681031","28685000"
"chr15","28685001","28685306"
"chr15","28702852","28722324"
"chr15","28700743","28702580"
"chr15","22658400","22658608"
"chr15","28719097","28719127"
"chr15","28719097","28719127"
"chr15","28719097","28719127"
"chr15","28719097","28719127"
"chr15","22671233","22671262"
"chr15","22671290","22671619"
"chr15","28731349","28731907"
"chr15","28753941","28834218"
"chr15","28834691","28836400"
"chr15","30396579","30483596"
"chr15","30484929","30487775"
"chr15","30488681","30515265"
"chr15","30518446","30654489"
"chr15","30654989","30685086"
"chr15","30685892","30762926"
"chr15","30763796","30864781"
"chr15","30865587","30895160"
"chr15","31962709","32322163"
"chr15","32323061","32460165"
"chr15","32460665","32604646"
"chr15","32607826","32634435"
"chr15","32635315","32638143"
"chr15","32639477","32726420"
"chr15","32727226","32828331"
"chr15","32829182","32899669"
"chr15","33559835","33602815"
"chr15","33604004","33994249"
"chr15","34728654","34728786"
"chr15","34729496","34786491"
"chr15","34788139","34806489"
"chr15","34807383","34874860"
"chr15","34876426","35046442"
"chr15","35047481","35098860"
"chr15","37464009","37782883"
"chr15","37783122","38304095"
"chr15","45994528","45996452"
"chr15","45996877","47365028"
"chr15","53016926","53076186"
"chr15","53077927","53079219"
"chr15","53079580","53080457"
"chr15","53083700","53086628"
"chr15","53086859","53087210"
"chr15","53087489","53096013"
"chr15","53096483","53097560"
"chr15","53098477","54051654"
"chr15","54052005","54292979"
"chr15","54451109","55463328"
"chr15","58282933","58357308"
"chr15","58358777","58486344"
"chr15","60157072","60212708"
"chr15","60287664","60289324"
"chr15","60289534","60291878"
"chr15","60292168","60296134"
"chr15","60298521","60304369"
"chr15","61073015","61159224"
"chr15","61359557","61519620"
"chr15","61520032","61520422"
"chr15","61521717","62120656"
"chr15","66240773","66274582"
"chr15","66274839","66332089"
"chr15","66332354","66359296"
"chr15","69892034","70281284"
"chr15","73076664","73089131"
"chr15","73089697","73343778"
"chr15","73345370","73462947"
"chr15","73610873","73611172"
"chr15","73611530","73659859"
"chr15","73662016","73735321"
"chr15","73735610","73843635"
"chr15","74176190","74210439"
"chr15","74392804","74419869"
"chr15","74423045","74425090"
"chr15","74428822","74462947"
"chr15","74535365","74537808"
"chr15","74538115","74601252"
"chr15","77925989","77927040"
"chr15","77927363","78110840"
"chr15","78112854","78147962"
"chr15","79462946","79574829"
"chr15","79575212","79576058"
"chr15","79576271","79603219"
"chr15","79604094","79604615"
"chr15","79712946","79724098"
"chr15","79725644","80103258"
"chr15","80532467","80544013"
"chr15","80544663","80696075"
"chr15","80697394","80860831"
"chr15","81411068","81426498"
"chr15","81426703","81559203"
"chr15","82591237","82619349"
"chr15","82619650","82626604"
"chr15","82626832","82647162"
"chr15","82648178","82737285"
"chr15","82738261","82797479"
"chr15","82798495","82824291"
"chr15","82825322","82829645"
"chr15","82879646","82888224"
"chr15","82888567","82916676"
"chr15","82916977","82923931"
"chr15","82924159","82944649"
"chr15","82945665","83001659"
"chr15","83002635","83023649"
"chr15","83024665","83113816"
"chr15","83114792","83182057"
"chr15","83183073","83208634"
"chr15","83209664","83315115"
"chr15","83317542","83338210"
"chr15","83877080","83951979"
"chr15","83953931","84047821"
"chr15","84048106","84062815"
"chr15","84298902","84322321"
"chr15","84323772","84748592"
"chr15","84749286","84818425"
"chr15","86448997","88799521"
"chr15","88801018","88998813"
"chr15","89198997","89285011"
"chr15","89285288","89312718"
"chr15","89313184","89346042"
"chr15","89347204","89350623"
"chr15","91698997","91839947"
"chr15","91840341","92396012"
"chr15","92397683","92459265"
"chr15","92459679","92936676"
"chr15","92938522","93118932"
"chr15","98066171","98196020"
"chr15","98196392","98503533"
"chr15","98504650","98544663"
"chr15","98550217","98964606"
"chr15","98585073","98585107"
"chr15","98965370","98971489"
"chr15","98971877","98993379"
"chr15","100682478","100832224"
"chr15","100832620","100880956"
"chr15","100882439","100890241"
"chr15","100890495","100913437"
"chr15","100914023","101084427"
"chr15","101085179","101090129"
"chr15","102286417","102292710"
"chr15","102305150","102501353"
"chr15","102502430","102521392"
"chr16","751452","755036"
"chr16","756697","764747"
"chr16","765995","767139"
"chr16","767379","770619"
"chr16","772159","776635"
"chr16","779418","779449"
"chr16","810590","832826"
"chr16","833043","834450"
"chr16","850807","857340"
"chr16","858026","863277"
"chr16","863918","867031"
"chr16","867834","873397"
"chr16","873615","874279"
"chr16","874896","875104"
"chr16","875590","893700"
"chr16","1021304","1029877"
"chr16","1035328","1036819"
"chr16","1037449","1040964"
"chr16","1041366","1047493"
"chr16","1048071","1056844"
"chr16","1057054","1060489"
"chr16","1060800","1069293"
"chr16","1070215","1070955"
"chr16","1071222","1077526"
"chr16","1077773","1078687"
"chr16","1079025","1080266"
"chr16","1080733","1088436"
"chr16","1088781","1098521"
"chr16","1098876","1100625"
"chr16","1100849","1107606"
"chr16","1107866","1110904"
"chr16","1111228","1115826"
"chr16","1116469","1120152"
"chr16","1120442","1122628"
"chr16","1123010","1128222"
"chr16","1130395","1139731"
"chr16","1139938","1142314"
"chr16","1144088","1152411"
"chr16","1152701","1152946"
"chr16","1153356","1154939"
"chr16","1155320","1179617"
"chr16","1179943","1198520"
"chr16","1198804","1199823"
"chr16","1200099","1202413"
"chr16","1204625","1207041"
"chr16","1208033","1208356"
"chr16","1208722","1209938"
"chr16","1210946","1217127"
"chr16","1217337","1219428"
"chr16","1219642","1221807"
"chr16","1222209","1227259"
"chr16","1227477","1230111"
"chr16","1230318","1235937"
"chr16","1237263","1244668"
"chr16","1245068","1248852"
"chr16","1249447","1250276"
"chr16","1250688","1251564"
"chr16","1252156","1254107"
"chr16","1254376","1254800"
"chr16","1255082","1265150"
"chr16","1265662","1267864"
"chr16","1268606","1308003"
"chr16","1308309","1309156"
"chr16","1309416","1310221"
"chr16","1310907","1351519"
"chr16","2827796","2835062"
"chr16","2835959","2848425"
"chr16","2849146","2867244"
"chr16","2868003","2889439"
"chr16","3199938","3200383"
"chr16","3200620","3207596"
"chr16","3209414","3220437"
"chr16","3221357","3225353"
"chr16","3225595","3232834"
"chr16","3234049","3239127"
"chr16","3239493","3242621"
"chr16","3242913","3243302"
"chr16","3243584","3267042"
"chr16","5082631","5083243"
"chr16","5084033","5120230"
"chr16","5244697","5289581"
"chr16","5290387","6068913"
"chr16","6070402","6533018"
"chr16","6533984","7354332"
"chr16","7354609","7568194"
"chr16","7568414","7703810"
"chr16","7704091","7992587"
"chr16","8166569","8619698"
"chr16","8619995","8636921"
"chr16","8686922","8715415"
"chr16","8715725","8716417"
"chr16","9339680","10273942"
"chr16","10277425","10342499"
"chr16","12997691","14013750"
"chr16","14014296","14015018"
"chr16","14788317","14797001"
"chr16","14797656","14827194"
"chr16","14827435","14836123"
"chr16","14836778","14918470"
"chr16","14918800","14927018"
"chr16","15342500","15464373"
"chr16","15592500","15668204"
"chr16","16363868","16403460"
"chr16","16404757","16413781"
"chr16","16414036","16417455"
"chr16","16417711","16418304"
"chr16","16419298","16424957"
"chr16","16425596","16451346"
"chr16","16451961","16453766"
"chr16","16454065","16457352"
"chr16","16461616","16468250"
"chr16","16468456","17189599"
"chr16","17840856","18431164"
"chr16","18431370","18437082"
"chr16","18438076","18438669"
"chr16","18438925","18442344"
"chr16","18442643","18443467"
"chr16","18443882","18444452"
"chr16","18444660","18444747"
"chr16","18445067","18470833"
"chr16","18471472","18478278"
"chr16","18482542","18485829"
"chr16","18486128","18487933"
"chr16","18488548","18495103"
"chr16","18496399","18573028"
"chr16","18573611","18582323"
"chr16","18582653","18781334"
"chr16","19970508","20084706"
"chr16","20085306","20359766"
"chr16","20360499","20629809"
"chr16","21289820","21294979"
"chr16","21295415","21312167"
"chr16","21313334","21387934"
"chr16","21388162","21413647"
"chr16","21413894","21415594"
"chr16","21415896","21512853"
"chr16","21513972","21514347"
"chr16","21690253","21768329"
"chr16","21768626","21831481"
"chr16","21831945","21846081"
"chr16","21846328","21964114"
"chr16","21964374","21965596"
"chr16","22449029","22547416"
"chr16","22547663","22584469"
"chr16","22584766","22824615"
"chr16","22826460","22926342"
"chr16","22926640","22959425"
"chr16","22959877","23072813"
"chr16","23842500","23846940"
"chr16","23848103","24267039"
"chr16","24267528","24342499"
"chr16","25342500","25517448"
"chr16","25622974","25702954"
"chr16","25704632","27121010"
"chr16","27121242","27168355"
"chr16","27792610","28073816"
"chr16","28075297","28092499"
"chr16","28304771","28331224"
"chr16","28332490","28375789"
"chr16","28376408","28379129"
"chr16","28379975","28414856"
"chr16","28415370","28481034"
"chr16","28677015","28722576"
"chr16","28723090","28752081"
"chr16","28752333","28757958"
"chr16","28758801","28761528"
"chr16","28762147","28823444"
"chr16","31343141","31382925"
"chr16","31383140","31438890"
"chr16","31439683","31443181"
"chr16","31549185","31580069"
"chr16","31580318","31580558"
"chr16","31581024","31711838"
"chr16","31712372","31712954"
"chr16","32092500","32095661"
"chr16","32097334","32126913"
"chr16","32128144","32199218"
"chr16","32199677","32213541"
"chr16","32214211","32252568"
"chr16","32252824","32264530"
"chr16","32265445","32289755"
"chr16","32290696","32300940"
"chr16","32301465","32321271"
"chr16","32322238","32359646"
"chr16","32360482","32489788"
"chr16","32490079","32661734"
"chr16","32662687","32686647"
"chr16","32687562","32699245"
"chr16","32699500","32737863"
"chr16","32738532","32752391"
"chr16","32752851","32822453"
"chr16","32822742","32822900"
"chr16","32823586","32857240"
"chr16","32858278","32896187"
"chr16","32897823","32936755"
"chr16","32937123","33038920"
"chr16","33040608","33070213"
"chr16","33071315","33140198"
"chr16","33140660","33154517"
"chr16","33155186","33193537"
"chr16","33193793","33205470"
"chr16","33206385","33230348"
"chr16","33231311","33250070"
"chr16","33250326","33262005"
"chr16","33262920","33286887"
"chr16","33287850","33298340"
"chr16","33298865","33318697"
"chr16","33319469","33345721"
"chr16","33450568","33483183"
"chr16","33483513","33573087"
"chr16","33573973","33730508"
"chr16","33730860","33777504"
"chr16","33779140","33817052"
"chr16","33817994","33852581"
"chr16","33853711","33936399"
"chr16","33936682","33938459"
"chr16","33939356","33942604"
"chr16","33942877","33961236"
"chr16","33962488","33964361"
"chr16","33966424","34023150"
"chr16","34173151","34208199"
"chr16","34209249","34256747"
"chr16","34257751","34295485"
"chr16","34296110","34404514"
"chr16","34404781","34407635"
"chr16","34407920","34430774"
"chr16","34431005","34441785"
"chr16","34442375","34586716"
"chr16","34587125","34659596"
"chr16","34660061","34740811"
"chr16","34741495","34777873"
"chr16","34778145","34787168"
"chr16","34787624","34808454"
"chr16","34809875","35285801"
"chr16","46385802","46461369"
"chr16","46462887","46603320"
"chr16","47772348","48090358"
"chr16","48692500","48844550"
"chr16","48845265","49309122"
"chr16","49309354","49311412"
"chr16","49312309","49314036"
"chr16","49317264","49440972"
"chr16","49441302","49498888"
"chr16","49499406","49522655"
"chr16","50875323","51147489"
"chr16","51147945","51168265"
"chr16","51169111","51183698"
"chr16","51188764","51189799"
"chr16","51190261","52579635"
"chr16","52580846","52581292"
"chr16","52581611","53052291"
"chr16","54324605","54325039"
"chr16","54325704","54600185"
"chr16","55045515","55052915"
"chr16","55053123","55090616"
"chr16","55090948","55357520"
"chr16","55359041","55362736"
"chr16","55363288","55364822"
"chr16","55365484","55365813"
"chr16","55366023","55513219"
"chr16","55513527","55542919"
"chr16","55543275","55669195"
"chr16","55734459","55794660"
"chr16","55794940","55866646"
"chr16","55866999","56224571"
"chr16","56226352","56260890"
"chr16","58862487","59788791"
"chr16","59789073","62069120"
"chr16","62070635","64984680"
"chr16","64984909","65154655"
"chr16","65157665","65772442"
"chr16","65892905","66276791"
"chr16","70835299","71264359"
"chr16","71264660","71323114"
"chr16","71323515","71392414"
"chr16","71392750","71459780"
"chr16","71460339","71475333"
"chr16","71475939","71495772"
"chr16","71496261","71613544"
"chr16","72192500","72373313"
"chr16","73653376","74231176"
"chr16","75717301","76268976"
"chr16","76269194","76666978"
"chr16","77459670","77468308"
"chr16","77469075","77711573"
"chr16","77823135","78079751"
"chr16","78080167","78121624"
"chr16","79298221","79623490"
"chr16","79623958","79632618"
"chr16","79635538","79709457"
"chr16","80111723","80275767"
"chr16","82202824","82203647"
"chr16","82204232","82660650"
"chr16","82661814","83841411"
"chr16","83841989","83842604"
"chr16","84029711","84079025"
"chr16","85158049","85171018"
"chr16","85171324","85196734"
"chr16","85196993","85202389"
"chr16","85202632","85203156"
"chr16","85203942","85204597"
"chr16","85205032","85242382"
"chr16","85242635","85269191"
"chr16","85269465","85281091"
"chr16","85863602","85878938"
"chr16","85879147","85893773"
"chr16","86007688","86319907"
"chr16","86321056","86337640"
"chr16","86337895","86411153"
"chr16","86411458","86528270"
"chr16","86529014","86530746"
"chr16","86532995","86539117"
"chr16","86539487","86541429"
"chr16","86545229","86546358"
"chr16","86546633","86549068"
"chr16","86550513","86555138"
"chr16","86588939","86589115"
"chr16","86589514","86597573"
"chr16","86597804","86599354"
"chr16","86602650","86609387"
"chr16","86610466","86612187"
"chr16","86613822","86714997"
"chr16","86715326","86869861"
"chr16","86870146","86912402"
"chr16","86912671","87150568"
"chr16","87584711","87636490"
"chr16","87637285","87648085"
"chr16","87648689","87677884"
"chr16","87678661","87702492"
"chr16","87702705","87714599"
"chr16","87715316","87719088"
"chr16","87719308","87723170"
"chr16","87724101","87727268"
"chr16","88192500","88218152"
"chr16","88218402","88220020"
"chr16","88220542","88233987"
"chr16","88234191","88237668"
"chr16","88237894","88263125"
"chr16","88263331","88268112"
"chr16","88268368","88292762"
"chr16","88293011","88310705"
"chr16","88312554","88355721"
"chr16","88356048","88389383"
"chr16","88439384","88442448"
"chr16","88442995","88449288"
"chr16","88450383","88453548"
"chr16","88453970","88459514"
